id_transacao,valor,data_hora,localizacao,dispositivo,meio_pagamento,score_risco,fraude
44,2400.42,2025-04-26 06:34:39.404084,Rio de Janeiro,Mobile,PIX,0.22,0
45,299.46,2025-03-19 22:01:07.662195,Curitiba,Mobile,Cartão Crédito,0.19,0
46,1086.26,2025-02-26 13:50:52.777263,Nova York,Mobile,Cartão Débito,0.42,0
47,373.55,2025-03-14 16:00:11.489049,Curitiba,Mobile,Cartão Débito,0.2,0
48,734.11,2025-02-09 10:41:52.588843,Rio de Janeiro,Desktop,Cartão Crédito,0.33,0
49,791.22,2025-05-06 12:47:45.994432,Londres,Mobile,Cartão Crédito,0.41,0
50,204.39,2025-03-22 12:28:04.723759,São Paulo,Desktop,Cartão Débito,0.2,0
51,3492.81,2025-01-14 11:22:03.419687,Londres,Desktop,Boleto,0.68,1
52,1492.25,2025-04-07 18:00:18.954473,Nova York,Mobile,Cartão Débito,0.34,0
53,2805.09,2025-06-09 03:21:18.590918,Tóquio,Mobile,Cartão Débito,0.54,1
54,2252.15,2025-01-21 01:51:59.733527,São Paulo,Desktop,Cartão Crédito,0.3,0
55,911.05,2025-01-13 05:25:54.445248,Nova York,Mobile,Boleto,0.41,0
56,2549.44,2025-06-13 06:23:34.399996,Rio de Janeiro,Mobile,Cartão Débito,0.23,0
57,92.66,2025-05-21 12:55:32.902900,São Paulo,Tablet,Cartão Débito,0.03,0
58,218.13,2025-04-06 19:18:41.237071,Nova York,Mobile,PIX,0.25,0
59,46.28,2025-05-20 13:48:29.315340,Rio de Janeiro,Desktop,Cartão Crédito,0.1,0
60,393.53,2025-05-26 08:32:34.610280,Londres,Tablet,PIX,0.37,0
61,492.13,2025-02-24 18:20:32.162164,Tóquio,Mobile,PIX,0.38,0
62,316.56,2025-02-25 11:19:37.808708,Rio de Janeiro,Mobile,Cartão Débito,0.13,0
63,1764.56,2025-01-31 17:08:56.791086,Curitiba,Mobile,Cartão Crédito,0.16,0
64,441.23,2025-03-05 00:26:14.244424,Rio de Janeiro,Mobile,Boleto,0.05,0
65,329.8,2025-06-05 14:11:21.584331,Rio de Janeiro,Mobile,Cartão Débito,0.03,0
66,782.41,2025-03-20 07:55:16.556276,Tóquio,Desktop,Boleto,0.39,0
67,151.9,2025-05-27 11:39:02.074848,Curitiba,Mobile,Boleto,0.19,0
68,1620.48,2025-05-03 07:50:08.047608,Nova York,Mobile,Cartão Crédito,0.37,0
69,77.48,2025-04-11 18:43:25.140685,Nova York,Tablet,PIX,0.28,0
70,4334.15,2025-01-31 21:18:54.995979,Rio de Janeiro,Desktop,Cartão Crédito,0.44,0
71,1479.48,2025-02-14 05:10:35.547162,Curitiba,Desktop,Boleto,0.25,0
72,221.54,2025-04-04 01:20:41.024982,Curitiba,Mobile,Cartão Débito,0.12,0
73,5.54,2025-03-19 20:50:30.514457,Tóquio,Desktop,Boleto,0.42,0
74,1689.9,2025-01-13 19:33:04.579177,Londres,Mobile,Cartão Débito,0.37,0
75,1227.1,2025-06-01 07:09:07.352785,Nova York,Mobile,Cartão Débito,0.3,0
76,1305.66,2025-06-10 00:14:00.181262,Tóquio,Mobile,Cartão Crédito,0.37,0
77,1475.21,2025-01-01 04:34:47.517462,São Paulo,Desktop,Boleto,0.26,0
78,76.93,2025-01-20 19:15:21.332124,Nova York,Mobile,PIX,0.25,0
79,443.89,2025-04-29 06:48:21.969678,Tóquio,Mobile,Boleto,0.42,0
80,123.15,2025-05-23 12:26:27.350247,Nova York,Mobile,Boleto,0.33,0
81,1988.53,2025-01-10 18:41:27.140498,Londres,Mobile,PIX,0.46,0
82,976.3,2025-04-06 17:08:45.851182,São Paulo,Desktop,Cartão Crédito,0.25,0
83,401.82,2025-02-07 20:06:42.332212,Londres,Desktop,Boleto,0.42,0
84,65.67,2025-04-23 08:07:37.955248,São Paulo,Desktop,Boleto,0.21,0
85,372.49,2025-01-19 18:09:15.266349,Rio de Janeiro,Mobile,Cartão Débito,0.17,0
86,393.31,2025-05-10 14:45:46.632132,Tóquio,Mobile,Boleto,0.37,0
87,1307.88,2025-01-27 20:55:15.748489,São Paulo,Mobile,PIX,0.13,0
88,1014.89,2025-01-17 08:05:12.314813,Londres,Mobile,Cartão Débito,0.37,0
89,2182.25,2025-01-23 06:20:41.691928,Nova York,Mobile,Cartão Crédito,0.44,0
90,639.07,2025-05-12 05:45:00.318984,São Paulo,Desktop,Cartão Débito,0.32,0
91,127.37,2025-02-09 07:19:25.789982,Tóquio,Mobile,PIX,0.34,0
92,1249.13,2025-06-14 12:51:29.349260,São Paulo,Mobile,PIX,0.2,0
93,1430.39,2025-05-09 13:54:44.944209,Curitiba,Mobile,Cartão Débito,0.13,0
94,823.89,2025-01-19 04:28:38.273952,Nova York,Mobile,Cartão Crédito,0.38,0
95,1473.89,2025-03-22 05:53:44.612008,Tóquio,Mobile,Cartão Débito,0.33,0
96,680.81,2025-06-12 10:11:28.295137,Tóquio,Tablet,Cartão Crédito,0.32,0
97,739.68,2025-01-18 20:44:59.713557,Rio de Janeiro,Desktop,Cartão Débito,0.18,0
98,557.81,2025-05-13 18:03:27.921155,Londres,Tablet,PIX,0.38,0
99,25.75,2025-01-19 02:41:48.814755,Rio de Janeiro,Mobile,Boleto,0.04,0
100,114.17,2025-02-14 08:07:34.847152,Tóquio,Mobile,Boleto,0.29,0
101,31.93,2025-02-03 08:21:19.649870,Nova York,Mobile,Cartão Crédito,0.38,0
102,1011.73,2025-03-08 23:21:38.541646,São Paulo,Mobile,Cartão Crédito,0.12,0
103,377.4,2025-04-26 07:55:25.493907,São Paulo,Desktop,Cartão Crédito,0.23,0
104,710.44,2025-04-14 18:54:49.341892,Nova York,Mobile,PIX,0.34,0
105,2381.27,2025-03-11 08:58:30.254918,Tóquio,Mobile,Cartão Débito,0.38,0
106,286.74,2025-05-07 04:44:23.007436,São Paulo,Mobile,PIX,0.18,0
107,528.28,2025-05-24 04:09:40.095719,São Paulo,Mobile,Boleto,0.05,0
108,1408.75,2025-05-07 21:00:27.260298,São Paulo,Desktop,Cartão Crédito,0.3,0
109,259.81,2025-01-11 19:11:24.554202,Londres,Mobile,Cartão Débito,0.33,0
110,80.1,2025-05-22 20:30:53.401975,Londres,Mobile,Boleto,0.33,0
111,342.14,2025-03-15 06:31:52.780611,Curitiba,Mobile,Boleto,0.16,0
112,175.81,2025-05-16 21:21:27.216753,Rio de Janeiro,Mobile,Boleto,0.06,0
113,2654.95,2025-03-04 13:09:56.713157,Nova York,Desktop,PIX,0.5,1
114,1650.89,2025-02-17 19:26:56.523949,Nova York,Desktop,Cartão Crédito,0.57,1
115,1003.49,2025-02-11 07:12:44.012668,Nova York,Tablet,Boleto,0.38,0
116,2051.52,2025-06-16 08:06:17.472958,Curitiba,Desktop,Cartão Crédito,0.42,0
117,1627.97,2025-03-13 20:12:53.386475,Londres,Mobile,PIX,0.48,0
118,206.5,2025-02-11 01:58:41.333423,Tóquio,Desktop,Boleto,0.48,0
119,2230.81,2025-01-22 08:57:50.819478,Tóquio,Mobile,PIX,0.46,0
120,775.1,2025-02-19 20:26:11.359159,Curitiba,Mobile,PIX,0.12,0
121,1647.35,2025-05-01 06:31:28.279298,Tóquio,Desktop,Cartão Crédito,0.58,1
122,2264.24,2025-03-20 19:19:43.575448,Nova York,Mobile,Boleto,0.46,0
123,382.73,2025-06-03 05:44:01.276452,Rio de Janeiro,Tablet,PIX,0.06,0
124,116.59,2025-04-03 12:14:53.519299,São Paulo,Mobile,Boleto,0.18,0
125,258.69,2025-04-25 04:16:42.406978,Londres,Desktop,Cartão Crédito,0.5,1
126,557.06,2025-04-15 15:32:33.289450,Londres,Desktop,PIX,0.43,0
127,1703.83,2025-06-08 02:41:26.823539,Curitiba,Desktop,Cartão Crédito,0.24,0
128,1971.34,2025-05-02 06:12:45.034807,Londres,Desktop,Boleto,0.52,1
129,6.98,2025-06-15 05:31:36.333528,Nova York,Desktop,Boleto,0.46,0
130,714.88,2025-05-11 13:37:50.041005,Tóquio,Mobile,Cartão Crédito,0.43,0
131,540.27,2025-01-26 19:01:53.400881,Nova York,Mobile,Cartão Débito,0.28,0
132,251.17,2025-01-21 18:12:11.069366,Curitiba,Mobile,PIX,0.03,0
133,127.68,2025-01-08 00:39:33.447330,Nova York,Desktop,Boleto,0.48,0
134,411.91,2025-02-21 15:48:54.710531,Tóquio,Mobile,Boleto,0.31,0
135,2863.12,2025-05-16 15:06:08.888852,Rio de Janeiro,Desktop,PIX,0.42,0
136,390.38,2025-03-09 16:58:52.596881,Curitiba,Mobile,Cartão Crédito,0.22,0
137,731.45,2025-05-09 02:34:49.481952,Rio de Janeiro,Mobile,Cartão Crédito,0.07,0
138,1214.09,2025-04-04 20:43:17.857547,São Paulo,Desktop,Cartão Crédito,0.32,0
139,451.97,2025-02-15 01:57:14.513354,Rio de Janeiro,Mobile,Cartão Débito,0.05,0
140,3567.8,2025-01-17 09:21:39.380410,São Paulo,Mobile,Cartão Débito,0.34,0
141,3282.01,2025-03-08 05:44:54.209332,São Paulo,Mobile,Boleto,0.4,0
142,290.06,2025-01-02 22:59:53.777775,Rio de Janeiro,Tablet,Cartão Crédito,0.11,0
143,687.66,2025-01-10 14:21:21.315002,Curitiba,Desktop,PIX,0.35,0
144,357.93,2025-02-02 19:05:59.685760,Tóquio,Mobile,Boleto,0.34,0
145,335.25,2025-01-13 20:40:43.878988,Nova York,Mobile,PIX,0.29,0
146,37.58,2025-06-10 23:45:25.723163,Nova York,Mobile,Boleto,0.25,0
147,940.49,2025-03-09 21:57:42.152785,Tóquio,Desktop,Cartão Débito,0.44,0
148,698.52,2025-03-08 07:43:23.732064,São Paulo,Desktop,Boleto,0.23,0
149,52.85,2025-04-18 01:32:17.186107,São Paulo,Mobile,Cartão Débito,0.02,0
150,326.63,2025-06-14 01:25:07.838252,Curitiba,Mobile,Boleto,0.1,0
151,2388.86,2025-03-18 07:44:04.701249,Londres,Mobile,Cartão Crédito,0.47,0
152,273.86,2025-04-01 16:04:46.934862,Rio de Janeiro,Desktop,PIX,0.26,0
153,156.53,2025-01-08 10:14:11.921441,São Paulo,Desktop,Cartão Crédito,0.24,0
154,672.27,2025-01-15 16:45:15.549227,Nova York,Mobile,Boleto,0.39,0
155,4244.04,2025-04-12 07:33:34.927989,Curitiba,Mobile,Boleto,0.31,0
156,277.14,2025-02-18 23:27:33.492310,Rio de Janeiro,Mobile,Boleto,0.06,0
157,1115.16,2025-05-20 14:56:40.376449,Curitiba,Tablet,Cartão Débito,0.21,0
158,1433.89,2025-04-24 00:44:51.931724,Rio de Janeiro,Mobile,PIX,0.2,0
159,271.33,2025-06-12 06:07:32.645458,Rio de Janeiro,Desktop,PIX,0.12,0
160,1302.75,2025-06-11 15:40:09.955171,Tóquio,Desktop,Boleto,0.56,1
161,458.52,2025-03-08 06:28:25.572600,São Paulo,Mobile,Boleto,0.19,0
162,1000.5,2025-06-06 14:25:20.488592,Curitiba,Mobile,Cartão Débito,0.18,0
163,1003.84,2025-05-18 17:11:58.886528,Curitiba,Mobile,Cartão Crédito,0.09,0
164,767.39,2025-06-08 11:23:41.079702,Tóquio,Desktop,Cartão Crédito,0.51,1
165,94.63,2025-05-04 18:56:45.796132,Nova York,Desktop,PIX,0.42,0
166,1803.64,2025-02-07 08:33:04.164200,Nova York,Desktop,Cartão Débito,0.59,1
167,386.81,2025-02-05 03:17:00.084746,São Paulo,Mobile,Boleto,0.18,0
168,206.43,2025-04-15 19:25:58.618121,São Paulo,Mobile,PIX,0.18,0
169,41.63,2025-04-16 23:23:58.483534,Londres,Tablet,Cartão Débito,0.31,0
170,893.78,2025-01-09 16:23:49.800794,Tóquio,Desktop,Cartão Crédito,0.39,0
171,1131.85,2025-02-02 22:52:57.689569,Nova York,Mobile,Cartão Débito,0.42,0
172,16.73,2025-01-29 14:57:35.215691,Rio de Janeiro,Tablet,Cartão Crédito,0.13,0
173,717.63,2025-02-11 04:00:53.172595,Curitiba,Desktop,Cartão Débito,0.3,0
174,256.82,2025-05-08 00:38:03.424304,São Paulo,Mobile,PIX,0.05,0
175,1036.12,2025-01-04 11:02:09.345462,Curitiba,Desktop,Cartão Crédito,0.22,0
176,191.6,2025-06-14 23:00:45.919991,Curitiba,Desktop,PIX,0.29,0
177,1174.21,2025-01-11 06:05:22.604666,Londres,Desktop,PIX,0.54,1
178,488.96,2025-05-22 20:52:32.206971,Nova York,Mobile,Cartão Crédito,0.42,0
179,2760.34,2025-02-08 21:59:39.081722,São Paulo,Mobile,Cartão Crédito,0.35,0
180,147.94,2025-05-21 23:30:03.454448,Curitiba,Tablet,Boleto,0.13,0
181,417.13,2025-03-19 22:02:03.786841,São Paulo,Mobile,Boleto,0.16,0
182,120.44,2025-06-03 15:47:17.833248,Rio de Janeiro,Mobile,Boleto,0.19,0
183,2586.19,2025-01-05 01:59:00.702541,Londres,Mobile,PIX,0.51,1
184,2098.33,2025-04-13 05:32:33.848416,Rio de Janeiro,Mobile,PIX,0.28,0
185,298.33,2025-03-07 10:01:40.232115,São Paulo,Desktop,Boleto,0.15,0
186,1078.76,2025-04-13 20:37:55.087477,São Paulo,Tablet,PIX,0.17,0
187,1699.48,2025-01-17 01:35:39.147934,Nova York,Mobile,PIX,0.47,0
188,810.13,2025-05-29 20:05:34.620438,Curitiba,Mobile,Cartão Crédito,0.11,0
189,754.28,2025-03-14 04:22:12.172695,Curitiba,Mobile,Cartão Crédito,0.1,0
190,276.88,2025-05-02 00:35:35.480587,Rio de Janeiro,Desktop,PIX,0.18,0
191,97.73,2025-01-13 12:15:48.147263,Londres,Desktop,Boleto,0.36,0
192,2275.12,2025-01-11 17:11:07.272130,Tóquio,Mobile,Cartão Débito,0.41,0
193,2306.77,2025-02-07 21:13:15.703911,Curitiba,Desktop,Boleto,0.35,0
194,1002.67,2025-06-04 13:55:21.191423,Nova York,Desktop,Cartão Débito,0.56,1
195,414.05,2025-03-08 01:01:33.650590,Rio de Janeiro,Desktop,Boleto,0.23,0
196,429.57,2025-01-23 08:55:46.211622,Rio de Janeiro,Tablet,Cartão Crédito,0.07,0
197,1294.47,2025-01-02 08:46:23.858392,Tóquio,Mobile,PIX,0.31,0
198,2274.1,2025-01-09 15:16:53.114761,Nova York,Desktop,PIX,0.61,1
199,2181.13,2025-06-16 18:47:10.535368,Londres,Mobile,Cartão Crédito,0.44,0
200,1513.56,2025-02-17 07:12:49.372119,Nova York,Desktop,Cartão Débito,0.58,1
201,1027.31,2025-05-13 01:41:44.528792,Londres,Desktop,Cartão Débito,0.51,1
202,87.89,2025-03-15 12:01:27.611691,Nova York,Desktop,Cartão Débito,0.47,0
203,176.29,2025-02-25 11:37:16.042677,Nova York,Desktop,Cartão Crédito,0.37,0
204,2288.23,2025-01-10 19:23:53.224679,São Paulo,Mobile,Cartão Débito,0.31,0
205,932.49,2025-04-05 21:28:47.784316,Rio de Janeiro,Mobile,Cartão Crédito,0.12,0
206,9.24,2025-05-20 04:32:30.106022,Nova York,Tablet,Boleto,0.39,0
207,107.0,2025-05-10 12:10:30.679521,Tóquio,Tablet,Boleto,0.34,0
208,1089.16,2025-04-23 15:35:38.501558,Nova York,Mobile,Cartão Crédito,0.34,0
209,5.07,2025-01-14 09:54:33.121854,Curitiba,Mobile,PIX,0.05,0
210,175.32,2025-04-05 09:05:02.670168,Rio de Janeiro,Mobile,Boleto,0.05,0
211,795.7,2025-05-07 06:08:14.961827,Curitiba,Desktop,Cartão Débito,0.3,0
212,1177.32,2025-03-16 18:22:07.372015,Rio de Janeiro,Desktop,Cartão Crédito,0.23,0
213,1055.44,2025-04-30 09:24:43.755432,Curitiba,Mobile,Cartão Débito,0.2,0
214,253.95,2025-05-27 12:06:13.238205,Nova York,Mobile,Cartão Débito,0.27,0
215,1245.42,2025-04-17 02:51:50.088163,Nova York,Desktop,PIX,0.52,1
216,270.82,2025-03-28 22:54:43.834764,São Paulo,Desktop,Cartão Débito,0.28,0
217,393.63,2025-06-02 03:40:30.114125,Tóquio,Mobile,PIX,0.38,0
218,1372.36,2025-02-25 17:12:58.335233,Curitiba,Mobile,Boleto,0.25,0
219,1048.77,2025-06-10 09:09:39.457793,Londres,Mobile,Cartão Crédito,0.31,0
220,1891.96,2025-03-03 14:58:13.147467,São Paulo,Mobile,Cartão Débito,0.16,0
221,1071.81,2025-03-10 21:05:23.491492,Curitiba,Mobile,Cartão Crédito,0.22,0
222,840.04,2025-05-28 16:47:13.063668,Curitiba,Desktop,Cartão Débito,0.24,0
223,98.36,2025-06-13 09:25:53.810919,São Paulo,Desktop,Cartão Crédito,0.19,0
224,458.42,2025-03-03 21:10:33.931465,Nova York,Desktop,Cartão Débito,0.34,0
225,308.16,2025-05-17 15:02:22.936487,Curitiba,Desktop,Cartão Débito,0.17,0
226,279.7,2025-01-30 15:52:13.880913,Nova York,Mobile,Cartão Débito,0.23,0
227,3612.31,2025-05-30 11:15:49.144304,São Paulo,Mobile,Cartão Débito,0.44,0
228,499.39,2025-04-18 12:37:34.501155,Nova York,Mobile,Cartão Débito,0.29,0
229,2226.06,2025-01-27 20:27:52.275983,Rio de Janeiro,Mobile,Cartão Débito,0.27,0
230,997.33,2025-01-14 06:38:19.936091,Londres,Desktop,Cartão Débito,0.38,0
231,1583.83,2025-03-04 04:07:43.873965,Curitiba,Tablet,Cartão Débito,0.25,0
232,698.44,2025-01-12 05:02:10.745989,Tóquio,Mobile,Cartão Débito,0.32,0
233,860.16,2025-03-28 20:57:00.656479,Londres,Mobile,Cartão Crédito,0.44,0
234,678.29,2025-04-30 19:52:51.486824,Nova York,Desktop,PIX,0.53,1
235,217.21,2025-01-14 13:57:17.813988,Curitiba,Mobile,Cartão Débito,0.08,0
236,1281.76,2025-03-08 04:43:37.703146,Nova York,Mobile,PIX,0.47,0
237,329.58,2025-04-03 23:31:00.999881,Rio de Janeiro,Desktop,Cartão Débito,0.32,0
238,24.62,2025-05-08 08:39:18.461624,São Paulo,Desktop,Cartão Débito,0.27,0
239,1036.97,2025-06-06 17:37:44.702124,Curitiba,Mobile,Cartão Crédito,0.25,0
240,194.93,2025-04-17 10:34:52.030653,Rio de Janeiro,Mobile,Boleto,0.06,0
241,2821.08,2025-02-10 12:49:06.900258,Rio de Janeiro,Desktop,Boleto,0.42,0
242,3077.56,2025-03-20 13:04:51.795945,Curitiba,Mobile,Cartão Crédito,0.24,0
243,2463.51,2025-04-20 20:27:52.038393,Nova York,Mobile,PIX,0.4,0
244,462.29,2025-04-30 01:48:14.459822,Tóquio,Desktop,Boleto,0.53,1
245,15.58,2025-03-21 04:46:19.666405,Rio de Janeiro,Mobile,Cartão Crédito,0.07,0
246,2635.52,2025-06-08 10:33:34.786126,Londres,Desktop,Cartão Crédito,0.64,1
247,558.94,2025-04-18 06:42:18.017331,Rio de Janeiro,Mobile,Boleto,0.2,0
248,3400.84,2025-01-04 08:15:55.723955,Tóquio,Tablet,PIX,0.62,1
249,3313.74,2025-04-19 10:05:30.949052,Nova York,Mobile,Cartão Crédito,0.64,1
250,1917.39,2025-01-05 05:19:15.548306,Nova York,Mobile,Cartão Débito,0.39,0
251,348.78,2025-05-24 08:53:22.676924,Londres,Mobile,PIX,0.23,0
252,486.29,2025-02-22 02:38:04.872199,Rio de Janeiro,Mobile,PIX,0.12,0
253,1904.73,2025-04-01 12:41:04.775126,Nova York,Desktop,Boleto,0.47,0
254,381.15,2025-05-02 07:03:25.437686,Tóquio,Tablet,Boleto,0.23,0
255,185.72,2025-03-16 09:30:53.590527,Curitiba,Mobile,Cartão Débito,0.09,0
256,813.74,2025-05-16 11:05:18.430717,São Paulo,Mobile,Cartão Crédito,0.22,0
257,2751.29,2025-03-19 19:55:02.809025,São Paulo,Desktop,Boleto,0.42,0
258,1190.83,2025-05-03 09:04:14.902821,São Paulo,Desktop,Boleto,0.25,0
259,844.11,2025-03-20 14:26:16.201964,Rio de Janeiro,Mobile,PIX,0.19,0
260,102.23,2025-04-03 11:57:25.319289,Londres,Mobile,Boleto,0.25,0
261,954.53,2025-03-12 09:29:05.483819,Nova York,Mobile,Boleto,0.27,0
262,4610.57,2025-03-10 13:33:36.413450,Curitiba,Desktop,Boleto,0.59,1
263,150.92,2025-03-24 18:28:03.716382,Tóquio,Mobile,Boleto,0.34,0
264,730.5,2025-01-11 17:07:16.722189,Curitiba,Desktop,PIX,0.31,0
265,2098.61,2025-04-05 03:28:45.466523,Tóquio,Mobile,Cartão Débito,0.36,0
266,1350.03,2025-05-06 10:59:54.152931,Rio de Janeiro,Desktop,Cartão Débito,0.37,0
267,1194.07,2025-04-29 15:32:28.520319,São Paulo,Mobile,Cartão Crédito,0.21,0
268,1212.29,2025-02-24 08:51:28.537551,Rio de Janeiro,Mobile,Boleto,0.2,0
269,445.49,2025-05-18 22:09:14.846182,Londres,Mobile,PIX,0.36,0
270,347.56,2025-03-10 23:14:49.090265,Londres,Desktop,Cartão Crédito,0.5,1
271,1657.37,2025-03-30 08:28:38.397072,Tóquio,Mobile,Cartão Crédito,0.44,0
272,1661.33,2025-03-29 04:34:34.965829,Nova York,Mobile,Cartão Débito,0.44,0
273,2017.95,2025-03-29 18:49:07.342951,Nova York,Mobile,PIX,0.55,1
274,2444.62,2025-05-16 22:28:02.402539,Tóquio,Mobile,PIX,0.53,1
275,716.09,2025-05-08 12:13:43.983746,Londres,Desktop,PIX,0.44,0
276,696.18,2025-02-12 13:32:18.868778,Londres,Desktop,Cartão Débito,0.49,0
277,1600.95,2025-03-09 04:19:32.909490,Londres,Desktop,Cartão Débito,0.5,1
278,1049.72,2025-05-27 23:50:00.390787,Rio de Janeiro,Mobile,Cartão Débito,0.12,0
279,1210.55,2025-04-02 22:22:31.120263,Londres,Desktop,Cartão Débito,0.51,1
280,1588.62,2025-03-31 05:23:40.107145,Curitiba,Mobile,Cartão Débito,0.3,0
281,2207.32,2025-05-03 09:21:18.406968,São Paulo,Mobile,Boleto,0.35,0
282,412.48,2025-05-23 08:03:34.717493,Londres,Mobile,Boleto,0.3,0
283,470.94,2025-04-06 17:48:46.306859,Tóquio,Mobile,PIX,0.34,0
284,98.7,2025-05-05 00:38:57.788867,São Paulo,Desktop,Cartão Crédito,0.15,0
285,863.41,2025-02-02 12:02:01.411350,Rio de Janeiro,Desktop,PIX,0.36,0
286,36.6,2025-01-31 19:10:56.337658,Tóquio,Desktop,Cartão Crédito,0.5,1
287,626.61,2025-01-06 05:07:59.555191,São Paulo,Mobile,Cartão Débito,0.18,0
288,782.29,2025-05-24 04:55:27.382990,Tóquio,Mobile,Cartão Crédito,0.42,0
289,337.63,2025-01-26 13:23:56.777852,Rio de Janeiro,Mobile,PIX,0.17,0
290,893.63,2025-05-29 16:52:28.384099,Curitiba,Mobile,PIX,0.18,0
291,30.98,2025-04-20 20:45:01.824724,Rio de Janeiro,Mobile,Cartão Crédito,0.01,0
292,38.06,2025-02-12 16:35:12.134728,Rio de Janeiro,Mobile,Boleto,0.09,0
293,1729.35,2025-02-13 05:27:21.939410,Tóquio,Mobile,Cartão Débito,0.46,0
294,446.59,2025-04-06 10:04:07.077087,Nova York,Mobile,Cartão Débito,0.37,0
295,135.89,2025-05-22 03:50:11.176402,Londres,Desktop,PIX,0.38,0
296,738.65,2025-03-10 01:56:17.536770,Londres,Tablet,Boleto,0.44,0
297,1469.65,2025-03-02 18:52:15.839343,Curitiba,Tablet,Cartão Crédito,0.14,0
298,243.12,2025-06-08 08:17:11.337734,Curitiba,Desktop,Cartão Débito,0.22,0
299,975.22,2025-01-23 02:29:59.291432,Londres,Mobile,Boleto,0.41,0
300,89.21,2025-05-17 07:04:08.150117,Nova York,Desktop,Cartão Débito,0.45,0
301,53.07,2025-05-31 17:09:31.386394,Londres,Desktop,Boleto,0.43,0
