id_transacao,valor,data_hora,localizacao,dispositivo,meio_pagamento,score_risco,fraude
57,92.66,2025-06-01 16:53:37,São Paulo,Tablet,Cartão Débito,0.03,0
58,218.13,2025-04-11 21:05:56,Nova York,Mobile,PIX,0.25,0
59,46.28,2025-04-19 08:59:31,Rio de Janeiro,Desktop,Cartão Crédito,0.1,0
60,393.53,2025-01-25 16:17:40,Londres,Tablet,PIX,0.37,0
61,492.13,2025-05-15 05:23:15,Tóquio,Mobile,PIX,0.38,0
62,316.56,2025-01-23 05:25:31,Rio de Janeiro,Mobile,Cartão Débito,0.13,0
63,1764.56,2025-06-09 11:34:03,Curitiba,Mobile,Cartão Crédito,0.16,0
64,441.23,2025-01-22 11:23:15,Rio de Janeiro,Mobile,Boleto,0.05,0
65,329.8,2025-01-03 13:19:03,Rio de Janeiro,Mobile,Cartão Débito,0.03,0
66,782.41,2025-04-02 02:21:29,Tóquio,Desktop,Boleto,0.39,0
67,151.9,2025-04-30 14:03:51,Curitiba,Mobile,Boleto,0.19,0
68,1620.48,2025-04-30 23:20:40,Nova York,Mobile,Cartão Crédito,0.37,0
69,77.48,2025-04-26 07:17:28,Nova York,Tablet,PIX,0.28,0
70,4334.15,2025-04-05 00:10:51,Rio de Janeiro,Desktop,Cartão Crédito,0.44,0
71,1479.48,2025-03-24 13:17:40,Curitiba,Desktop,Boleto,0.25,0
72,221.54,2025-06-01 18:32:54,Curitiba,Mobile,Cartão Débito,0.12,0
73,5.54,2025-06-11 12:11:00,Tóquio,Desktop,Boleto,0.42,0
74,1689.9,2025-03-15 18:16:32,Londres,Mobile,Cartão Débito,0.37,0
75,1227.1,2025-06-15 17:07:26,Nova York,Mobile,Cartão Débito,0.3,0
76,1305.66,2025-01-04 15:32:32,Tóquio,Mobile,Cartão Crédito,0.37,0
77,1475.21,2025-02-10 05:33:58,São Paulo,Desktop,Boleto,0.26,0
78,76.93,2025-01-24 13:36:50,Nova York,Mobile,PIX,0.25,0
79,443.89,2025-04-10 15:53:07,Tóquio,Mobile,Boleto,0.42,0
80,123.15,2025-06-06 20:27:06,Nova York,Mobile,Boleto,0.33,0
81,1988.53,2025-03-23 20:02:58,Londres,Mobile,PIX,0.46,0
82,976.3,2025-03-31 01:46:43,São Paulo,Desktop,Cartão Crédito,0.25,0
83,401.82,2025-01-01 09:18:51,Londres,Desktop,Boleto,0.42,0
84,65.67,2025-05-11 13:00:40,São Paulo,Desktop,Boleto,0.21,0
85,372.49,2025-04-29 04:52:26,Rio de Janeiro,Mobile,Cartão Débito,0.17,0
86,393.31,2025-05-06 09:41:03,Tóquio,Mobile,Boleto,0.37,0
87,1307.88,2025-03-01 13:32:58,São Paulo,Mobile,PIX,0.13,0
88,1014.89,2025-02-04 04:20:21,Londres,Mobile,Cartão Débito,0.37,0
89,2182.25,2025-04-18 09:59:15,Nova York,Mobile,Cartão Crédito,0.44,0
90,639.07,2025-05-06 16:51:58,São Paulo,Desktop,Cartão Débito,0.32,0
91,127.37,2025-05-05 14:52:41,Tóquio,Mobile,PIX,0.34,0
92,1249.13,2025-02-14 05:53:43,São Paulo,Mobile,PIX,0.2,0
93,1430.39,2025-06-11 13:11:49,Curitiba,Mobile,Cartão Débito,0.13,0
94,823.89,2025-06-12 11:13:47,Nova York,Mobile,Cartão Crédito,0.38,0
95,1473.89,2025-05-05 08:48:32,Tóquio,Mobile,Cartão Débito,0.33,0
96,680.81,2025-03-25 16:28:46,Tóquio,Tablet,Cartão Crédito,0.32,0
97,739.68,2025-02-23 00:38:56,Rio de Janeiro,Desktop,Cartão Débito,0.18,0
98,557.81,2025-01-09 17:06:32,Londres,Tablet,PIX,0.38,0
99,25.75,2025-03-05 05:26:49,Rio de Janeiro,Mobile,Boleto,0.04,0
100,114.17,2025-02-20 04:51:15,Tóquio,Mobile,Boleto,0.29,0
101,31.93,2025-02-25 01:12:21,Nova York,Mobile,Cartão Crédito,0.38,0
102,1011.73,2025-01-05 02:25:57,São Paulo,Mobile,Cartão Crédito,0.12,0
103,377.4,2025-03-17 19:17:32,São Paulo,Desktop,Cartão Crédito,0.23,0
104,710.44,2025-01-19 13:19:42,Nova York,Mobile,PIX,0.34,0
105,2381.27,2025-05-14 16:25:41,Tóquio,Mobile,Cartão Débito,0.38,0
106,286.74,2025-02-04 07:57:10,São Paulo,Mobile,PIX,0.18,0
107,528.28,2025-01-30 02:13:52,São Paulo,Mobile,Boleto,0.05,0
108,1408.75,2025-05-03 20:13:04,São Paulo,Desktop,Cartão Crédito,0.3,0
109,259.81,2025-04-07 06:02:40,Londres,Mobile,Cartão Débito,0.33,0
110,80.1,2025-04-11 12:22:28,Londres,Mobile,Boleto,0.33,0
111,342.14,2025-05-01 11:13:36,Curitiba,Mobile,Boleto,0.16,0
112,175.81,2025-03-01 20:28:34,Rio de Janeiro,Mobile,Boleto,0.06,0
113,2654.95,2025-04-20 08:32:14,Nova York,Desktop,PIX,0.5,0
114,1650.89,2025-03-27 21:04:24,Nova York,Desktop,Cartão Crédito,0.57,0
115,1003.49,2025-05-30 00:04:30,Nova York,Tablet,Boleto,0.38,0
116,2051.52,2025-01-10 09:08:42,Curitiba,Desktop,Cartão Crédito,0.42,0
117,1627.97,2025-04-26 00:01:24,Londres,Mobile,PIX,0.48,0
118,206.5,2025-05-06 07:33:40,Tóquio,Desktop,Boleto,0.48,0
119,2230.81,2025-02-17 01:23:22,Tóquio,Mobile,PIX,0.46,0
120,775.1,2025-01-21 09:18:15,Curitiba,Mobile,PIX,0.12,0
121,1647.35,2025-03-30 12:59:41,Tóquio,Desktop,Cartão Crédito,0.58,0
122,2264.24,2025-04-26 07:45:03,Nova York,Mobile,Boleto,0.46,0
123,382.73,2025-06-04 13:02:15,Rio de Janeiro,Tablet,PIX,0.06,0
124,116.59,2025-01-26 08:29:16,São Paulo,Mobile,Boleto,0.18,0
125,258.69,2025-04-08 13:34:20,Londres,Desktop,Cartão Crédito,0.5,0
126,557.06,2025-05-09 13:17:09,Londres,Desktop,PIX,0.43,0
127,1703.83,2025-04-10 13:17:14,Curitiba,Desktop,Cartão Crédito,0.24,0
128,1971.34,2025-02-11 09:23:24,Londres,Desktop,Boleto,0.52,0
129,6.98,2025-02-27 23:38:49,Nova York,Desktop,Boleto,0.46,0
130,714.88,2025-03-30 07:40:18,Tóquio,Mobile,Cartão Crédito,0.43,0
131,540.27,2025-04-03 20:58:30,Nova York,Mobile,Cartão Débito,0.28,0
132,251.17,2025-01-08 14:37:04,Curitiba,Mobile,PIX,0.03,0
133,127.68,2025-03-15 23:20:47,Nova York,Desktop,Boleto,0.48,0
134,411.91,2025-04-13 17:07:59,Tóquio,Mobile,Boleto,0.31,0
135,2863.12,2025-05-10 02:51:26,Rio de Janeiro,Desktop,PIX,0.42,0
136,390.38,2025-03-09 07:25:53,Curitiba,Mobile,Cartão Crédito,0.22,0
137,731.45,2025-05-03 05:26:34,Rio de Janeiro,Mobile,Cartão Crédito,0.07,0
138,1214.09,2025-04-14 01:42:12,São Paulo,Desktop,Cartão Crédito,0.32,0
139,451.97,2025-02-09 11:18:14,Rio de Janeiro,Mobile,Cartão Débito,0.05,0
140,3567.8,2025-04-09 00:32:46,São Paulo,Mobile,Cartão Débito,0.34,0
141,3282.01,2025-04-09 03:52:23,São Paulo,Mobile,Boleto,0.4,0
142,290.06,2025-01-17 02:43:53,Rio de Janeiro,Tablet,Cartão Crédito,0.11,0
143,687.66,2025-01-22 18:40:44,Curitiba,Desktop,PIX,0.35,0
144,357.93,2025-01-28 02:04:19,Tóquio,Mobile,Boleto,0.34,0
145,335.25,2025-01-29 05:36:46,Nova York,Mobile,PIX,0.29,0
146,37.58,2025-05-11 07:11:18,Nova York,Mobile,Boleto,0.25,0
147,940.49,2025-05-26 10:20:35,Tóquio,Desktop,Cartão Débito,0.44,0
148,698.52,2025-06-13 07:56:23,São Paulo,Desktop,Boleto,0.23,0
149,52.85,2025-03-01 05:29:42,São Paulo,Mobile,Cartão Débito,0.02,0
150,326.63,2025-01-22 01:22:29,Curitiba,Mobile,Boleto,0.1,0
151,2388.86,2025-04-25 20:52:08,Londres,Mobile,Cartão Crédito,0.47,0
152,273.86,2025-03-29 03:48:57,Rio de Janeiro,Desktop,PIX,0.26,0
153,156.53,2025-03-25 07:32:12,São Paulo,Desktop,Cartão Crédito,0.24,0
154,672.27,2025-05-07 09:06:19,Nova York,Mobile,Boleto,0.39,0
155,4244.04,2025-02-19 23:03:22,Curitiba,Mobile,Boleto,0.31,0
156,277.14,2025-03-09 04:45:24,Rio de Janeiro,Mobile,Boleto,0.06,0
157,1115.16,2025-06-07 10:50:37,Curitiba,Tablet,Cartão Débito,0.21,0
158,1433.89,2025-03-30 01:39:14,Rio de Janeiro,Mobile,PIX,0.2,0
159,271.33,2025-02-11 11:56:16,Rio de Janeiro,Desktop,PIX,0.12,0
160,1302.75,2025-01-13 20:50:36,Tóquio,Desktop,Boleto,0.56,0
161,458.52,2025-01-31 06:06:07,São Paulo,Mobile,Boleto,0.19,0
162,1000.5,2025-03-09 10:06:06,Curitiba,Mobile,Cartão Débito,0.18,0
163,1003.84,2025-01-21 15:02:15,Curitiba,Mobile,Cartão Crédito,0.09,0
164,767.39,2025-05-19 08:11:46,Tóquio,Desktop,Cartão Crédito,0.51,0
165,94.63,2025-01-02 16:22:36,Nova York,Desktop,PIX,0.42,0
166,1803.64,2025-05-28 17:01:19,Nova York,Desktop,Cartão Débito,0.59,0
167,386.81,2025-04-18 11:50:46,São Paulo,Mobile,Boleto,0.18,0
168,206.43,2025-05-05 21:24:16,São Paulo,Mobile,PIX,0.18,0
169,41.63,2025-03-20 15:48:10,Londres,Tablet,Cartão Débito,0.31,0
170,893.78,2025-03-16 22:25:17,Tóquio,Desktop,Cartão Crédito,0.39,0
171,1131.85,2025-05-19 07:16:07,Nova York,Mobile,Cartão Débito,0.42,0
172,16.73,2025-06-01 22:54:51,Rio de Janeiro,Tablet,Cartão Crédito,0.13,0
173,717.63,2025-02-12 21:35:36,Curitiba,Desktop,Cartão Débito,0.3,0
174,256.82,2025-02-28 00:30:04,São Paulo,Mobile,PIX,0.05,0
175,1036.12,2025-01-13 10:32:51,Curitiba,Desktop,Cartão Crédito,0.22,0
176,191.6,2025-02-14 11:06:47,Curitiba,Desktop,PIX,0.29,0
177,1174.21,2025-02-09 07:43:30,Londres,Desktop,PIX,0.54,0
178,488.96,2025-02-27 18:13:20,Nova York,Mobile,Cartão Crédito,0.42,0
179,2760.34,2025-02-09 13:17:47,São Paulo,Mobile,Cartão Crédito,0.35,0
180,147.94,2025-02-16 13:01:50,Curitiba,Tablet,Boleto,0.13,0
181,417.13,2025-02-17 19:55:14,São Paulo,Mobile,Boleto,0.16,0
182,120.44,2025-05-27 03:18:19,Rio de Janeiro,Mobile,Boleto,0.19,0
183,2586.19,2025-06-04 16:35:48,Londres,Mobile,PIX,0.51,0
184,2098.33,2025-04-20 05:56:26,Rio de Janeiro,Mobile,PIX,0.28,0
185,298.33,2025-02-10 02:06:21,São Paulo,Desktop,Boleto,0.15,0
186,1078.76,2025-02-03 02:53:05,São Paulo,Tablet,PIX,0.17,0
187,1699.48,2025-05-07 10:58:55,Nova York,Mobile,PIX,0.47,0
188,810.13,2025-01-20 20:41:22,Curitiba,Mobile,Cartão Crédito,0.11,0
189,754.28,2025-04-12 03:55:15,Curitiba,Mobile,Cartão Crédito,0.1,0
190,276.88,2025-03-23 19:08:42,Rio de Janeiro,Desktop,PIX,0.18,0
191,97.73,2025-05-16 09:33:55,Londres,Desktop,Boleto,0.36,0
192,2275.12,2025-04-30 06:37:21,Tóquio,Mobile,Cartão Débito,0.41,0
193,2306.77,2025-05-03 16:36:28,Curitiba,Desktop,Boleto,0.35,0
194,1002.67,2025-05-29 17:39:34,Nova York,Desktop,Cartão Débito,0.56,0
195,414.05,2025-04-02 02:26:08,Rio de Janeiro,Desktop,Boleto,0.23,0
196,429.57,2025-01-02 06:41:57,Rio de Janeiro,Tablet,Cartão Crédito,0.07,0
197,1294.47,2025-05-10 21:04:05,Tóquio,Mobile,PIX,0.31,0
198,2274.1,2025-05-19 07:55:42,Nova York,Desktop,PIX,0.61,0
199,2181.13,2025-02-28 14:41:51,Londres,Mobile,Cartão Crédito,0.44,0
200,1513.56,2025-05-21 16:51:00,Nova York,Desktop,Cartão Débito,0.58,0
201,1027.31,2025-05-24 13:25:24,Londres,Desktop,Cartão Débito,0.51,0
202,87.89,2025-04-20 08:09:27,Nova York,Desktop,Cartão Débito,0.47,0
203,176.29,2025-03-17 15:10:51,Nova York,Desktop,Cartão Crédito,0.37,0
204,2288.23,2025-02-23 18:11:32,São Paulo,Mobile,Cartão Débito,0.31,0
205,932.49,2025-04-22 20:22:03,Rio de Janeiro,Mobile,Cartão Crédito,0.12,0
206,9.24,2025-05-27 01:57:28,Nova York,Tablet,Boleto,0.39,0
207,107.0,2025-04-05 02:53:03,Tóquio,Tablet,Boleto,0.34,0
208,1089.16,2025-03-04 21:43:31,Nova York,Mobile,Cartão Crédito,0.34,0
209,5.07,2025-05-10 07:07:37,Curitiba,Mobile,PIX,0.05,0
210,175.32,2025-02-09 12:57:20,Rio de Janeiro,Mobile,Boleto,0.05,0
211,795.7,2025-06-14 16:10:44,Curitiba,Desktop,Cartão Débito,0.3,0
212,1177.32,2025-05-26 10:22:35,Rio de Janeiro,Desktop,Cartão Crédito,0.23,0
213,1055.44,2025-05-19 14:46:03,Curitiba,Mobile,Cartão Débito,0.2,0
214,253.95,2025-04-27 02:46:29,Nova York,Mobile,Cartão Débito,0.27,0
215,1245.42,2025-05-31 07:53:01,Nova York,Desktop,PIX,0.52,0
216,270.82,2025-02-28 23:22:26,São Paulo,Desktop,Cartão Débito,0.28,0
217,393.63,2025-05-22 15:03:03,Tóquio,Mobile,PIX,0.38,0
218,1372.36,2025-06-08 11:51:30,Curitiba,Mobile,Boleto,0.25,0
219,1048.77,2025-04-25 05:55:26,Londres,Mobile,Cartão Crédito,0.31,0
220,1891.96,2025-04-05 14:01:29,São Paulo,Mobile,Cartão Débito,0.16,0
221,1071.81,2025-01-28 05:46:06,Curitiba,Mobile,Cartão Crédito,0.22,0
222,840.04,2025-01-28 11:37:10,Curitiba,Desktop,Cartão Débito,0.24,0
223,98.36,2025-05-17 18:20:33,São Paulo,Desktop,Cartão Crédito,0.19,0
224,458.42,2025-03-21 10:29:31,Nova York,Desktop,Cartão Débito,0.34,0
225,308.16,2025-06-10 23:20:28,Curitiba,Desktop,Cartão Débito,0.17,0
226,279.7,2025-05-27 17:34:45,Nova York,Mobile,Cartão Débito,0.23,0
227,3612.31,2025-04-20 22:35:20,São Paulo,Mobile,Cartão Débito,0.44,0
228,499.39,2025-01-15 16:28:36,Nova York,Mobile,Cartão Débito,0.29,0
229,2226.06,2025-04-27 20:05:32,Rio de Janeiro,Mobile,Cartão Débito,0.27,0
230,997.33,2025-06-01 01:29:03,Londres,Desktop,Cartão Débito,0.38,0
231,1583.83,2025-02-12 08:21:39,Curitiba,Tablet,Cartão Débito,0.25,0
232,698.44,2025-01-30 15:41:14,Tóquio,Mobile,Cartão Débito,0.32,0
233,860.16,2025-05-15 19:01:59,Londres,Mobile,Cartão Crédito,0.44,0
234,678.29,2025-01-27 04:51:58,Nova York,Desktop,PIX,0.53,0
235,217.21,2025-04-05 04:00:30,Curitiba,Mobile,Cartão Débito,0.08,0
236,1281.76,2025-03-05 22:27:47,Nova York,Mobile,PIX,0.47,0
237,329.58,2025-04-27 11:34:21,Rio de Janeiro,Desktop,Cartão Débito,0.32,0
238,24.62,2025-02-27 00:14:37,São Paulo,Desktop,Cartão Débito,0.27,0
239,1036.97,2025-05-08 11:38:04,Curitiba,Mobile,Cartão Crédito,0.25,0
240,194.93,2025-04-11 12:48:45,Rio de Janeiro,Mobile,Boleto,0.06,0
241,2821.08,2025-03-13 17:18:51,Rio de Janeiro,Desktop,Boleto,0.42,0
242,3077.56,2025-04-21 21:33:33,Curitiba,Mobile,Cartão Crédito,0.24,0
243,2463.51,2025-05-12 13:39:50,Nova York,Mobile,PIX,0.4,0
244,462.29,2025-03-12 10:02:22,Tóquio,Desktop,Boleto,0.53,0
245,15.58,2025-06-08 21:08:57,Rio de Janeiro,Mobile,Cartão Crédito,0.07,0
246,2635.52,2025-01-09 03:57:32,Londres,Desktop,Cartão Crédito,0.64,0
247,558.94,2025-06-05 16:20:43,Rio de Janeiro,Mobile,Boleto,0.2,0
248,3400.84,2025-04-19 04:11:50,Tóquio,Tablet,PIX,0.62,0
249,3313.74,2025-04-04 02:24:35,Nova York,Mobile,Cartão Crédito,0.64,0
250,1917.39,2025-02-13 11:51:56,Nova York,Mobile,Cartão Débito,0.39,0
251,348.78,2025-01-21 06:02:29,Londres,Mobile,PIX,0.23,0
252,486.29,2025-06-05 18:37:11,Rio de Janeiro,Mobile,PIX,0.12,0
253,1904.73,2025-04-17 21:27:26,Nova York,Desktop,Boleto,0.47,0
254,381.15,2025-03-23 17:15:48,Tóquio,Tablet,Boleto,0.23,0
255,185.72,2025-03-08 03:10:29,Curitiba,Mobile,Cartão Débito,0.09,0
256,813.74,2025-04-07 20:14:31,São Paulo,Mobile,Cartão Crédito,0.22,0
257,2751.29,2025-01-20 06:38:50,São Paulo,Desktop,Boleto,0.42,0
258,1190.83,2025-04-07 13:57:42,São Paulo,Desktop,Boleto,0.25,0
259,844.11,2025-01-25 09:55:22,Rio de Janeiro,Mobile,PIX,0.19,0
260,102.23,2025-05-20 19:46:01,Londres,Mobile,Boleto,0.25,0
261,954.53,2025-05-14 13:53:05,Nova York,Mobile,Boleto,0.27,0
262,4610.57,2025-03-20 19:52:54,Curitiba,Desktop,Boleto,0.59,0
263,150.92,2025-03-09 02:51:25,Tóquio,Mobile,Boleto,0.34,0
264,730.5,2025-03-09 13:25:52,Curitiba,Desktop,PIX,0.31,0
265,2098.61,2025-04-28 08:25:32,Tóquio,Mobile,Cartão Débito,0.36,0
266,1350.03,2025-05-26 00:15:09,Rio de Janeiro,Desktop,Cartão Débito,0.37,0
267,1194.07,2025-05-15 09:50:05,São Paulo,Mobile,Cartão Crédito,0.21,0
268,1212.29,2025-02-25 21:23:21,Rio de Janeiro,Mobile,Boleto,0.2,0
269,445.49,2025-01-23 10:56:56,Londres,Mobile,PIX,0.36,0
270,347.56,2025-06-10 03:34:57,Londres,Desktop,Cartão Crédito,0.5,0
271,1657.37,2025-03-29 19:56:15,Tóquio,Mobile,Cartão Crédito,0.44,0
272,1661.33,2025-06-10 21:04:48,Nova York,Mobile,Cartão Débito,0.44,0
273,2017.95,2025-01-14 02:15:52,Nova York,Mobile,PIX,0.55,0
274,2444.62,2025-02-16 01:17:38,Tóquio,Mobile,PIX,0.53,0
275,716.09,2025-04-20 20:03:36,Londres,Desktop,PIX,0.44,0
276,696.18,2025-05-28 17:39:54,Londres,Desktop,Cartão Débito,0.49,0
277,1600.95,2025-04-02 04:10:21,Londres,Desktop,Cartão Débito,0.5,0
278,1049.72,2025-01-02 08:24:50,Rio de Janeiro,Mobile,Cartão Débito,0.12,0
279,1210.55,2025-02-14 12:55:01,Londres,Desktop,Cartão Débito,0.51,0
280,1588.62,2025-03-23 14:20:42,Curitiba,Mobile,Cartão Débito,0.3,0
281,2207.32,2025-04-22 09:28:23,São Paulo,Mobile,Boleto,0.35,0
282,412.48,2025-04-09 16:32:21,Londres,Mobile,Boleto,0.3,0
283,470.94,2025-05-06 01:04:10,Tóquio,Mobile,PIX,0.34,0
284,98.7,2025-02-06 22:18:59,São Paulo,Desktop,Cartão Crédito,0.15,0
285,863.41,2025-01-02 21:17:47,Rio de Janeiro,Desktop,PIX,0.36,0
286,36.6,2025-02-03 21:30:03,Tóquio,Desktop,Cartão Crédito,0.5,0
287,626.61,2025-04-08 22:38:53,São Paulo,Mobile,Cartão Débito,0.18,0
288,782.29,2025-04-11 06:47:38,Tóquio,Mobile,Cartão Crédito,0.42,0
289,337.63,2025-06-15 01:24:15,Rio de Janeiro,Mobile,PIX,0.17,0
290,893.63,2025-03-31 14:30:05,Curitiba,Mobile,PIX,0.18,0
291,30.98,2025-01-26 13:57:34,Rio de Janeiro,Mobile,Cartão Crédito,0.01,0
292,38.06,2025-04-26 06:14:46,Rio de Janeiro,Mobile,Boleto,0.09,0
293,1729.35,2025-05-27 09:26:16,Tóquio,Mobile,Cartão Débito,0.46,0
294,446.59,2025-04-08 09:04:27,Nova York,Mobile,Cartão Débito,0.37,0
295,135.89,2025-04-14 14:41:20,Londres,Desktop,PIX,0.38,0
296,738.65,2025-06-17 11:20:16,Londres,Tablet,Boleto,0.44,0
297,1469.65,2025-05-25 14:42:48,Curitiba,Tablet,Cartão Crédito,0.14,0
298,243.12,2025-05-25 00:21:15,Curitiba,Desktop,Cartão Débito,0.22,0
299,975.22,2025-04-13 21:00:20,Londres,Mobile,Boleto,0.41,0
300,89.21,2025-04-09 07:08:54,Nova York,Desktop,Cartão Débito,0.45,0
301,53.07,2025-04-18 06:25:31,Londres,Desktop,Boleto,0.43,0
302,757.91,2025-03-26 12:18:38,Nova York,Mobile,Boleto,0.31,0
303,777.91,2025-05-16 22:00:30,Curitiba,Mobile,PIX,0.09,0
304,1014.54,2025-05-01 00:04:24,São Paulo,Desktop,Cartão Débito,0.3,0
305,1294.96,2025-04-02 17:38:31,Tóquio,Mobile,Cartão Crédito,0.41,0
306,3723.56,2025-02-23 07:08:58,Curitiba,Mobile,PIX,0.31,0
307,726.29,2025-05-01 15:28:42,Curitiba,Mobile,PIX,0.19,0
308,390.02,2025-04-19 04:06:54,Rio de Janeiro,Mobile,Cartão Crédito,0.12,0
309,1585.65,2025-03-05 13:28:18,Rio de Janeiro,Mobile,PIX,0.25,0
310,315.85,2025-01-15 01:12:52,Rio de Janeiro,Mobile,Boleto,0.19,0
311,577.98,2025-03-11 07:36:49,Tóquio,Mobile,Boleto,0.28,0
312,81.71,2025-01-06 05:34:34,Rio de Janeiro,Mobile,Cartão Débito,0.01,0
313,25.68,2025-06-17 04:16:01,Nova York,Desktop,Cartão Débito,0.46,0
314,3287.38,2025-05-25 23:34:49,Londres,Mobile,Cartão Crédito,0.56,0
315,1807.77,2025-04-17 19:55:01,São Paulo,Mobile,Cartão Débito,0.27,0
316,1190.64,2025-04-13 04:25:41,Curitiba,Mobile,Boleto,0.26,0
317,525.86,2025-01-07 04:40:46,Nova York,Tablet,Cartão Crédito,0.4,0
318,190.31,2025-04-24 22:43:50,São Paulo,Mobile,Cartão Crédito,0.21,0
319,170.12,2025-05-02 05:18:12,Nova York,Mobile,Cartão Débito,0.32,0
320,288.01,2025-05-26 03:23:29,Nova York,Desktop,Boleto,0.42,0
321,796.79,2025-04-04 22:11:35,Curitiba,Desktop,Cartão Crédito,0.24,0
